client_id,age_group,client_tier,preferred_channel,acquisition_channel,boutique_id,boutique_name,boutique_city,region,boutique_format,boutique_sales_tier,boutique_clienteling_maturity,boutique_wfj_focus_flag,boutique_digital_adoption_score,advisor_id,advisor_tenure_years,advisor_client_book_size,advisor_productivity_tier,primary_division,primary_category,secondary_category_interest,cross_category_flag,strategic_division_opportunity,last_purchase_days,purchase_frequency_12m,transaction_count_12m,total_units_12m,atv,upt,total_spend_12m,lifetime_spend,average_order_value,categories_purchased,relationship_tenure_years,high_value_client_flag,client_value_score,online_visits_90d,product_page_views_90d,fashion_page_views_90d,beauty_page_views_90d,wfj_page_views_90d,wishlist_additions_90d,high_intent_browsing_flag,app_engagement_score,last_campaign_type,campaign_sent_30d,campaign_open_30d,campaign_click_30d,campaign_conversion_30d,days_since_last_campaign,digital_campaign_click_rate,appointment_scheduled_flag,appointment_completed_flag,appointment_conversion_flag,days_since_last_appointment,appointment_count_12m,boutique_visits_12m,email_open_rate,email_opt_in_flag,sms_opt_in_flag,client_contactable_flag,preferred_contact_method,service_interaction_12m,return_or_exchange_12m,estimated_return_rate,client_satisfaction_score,service_recovery_flag,clienteling_touchpoints_90d,event_attendance_12m,advisor_follow_up_flag,repeat_purchase_probability_true,repeat_purchase_90d,estimated_clienteling_revenue,recency_score,frequency_score,monetary_score,rfm_score,engagement_score,digital_intent_score,campaign_engagement_score,service_risk_score,luxury_value_band,client_segment,recommended_action,predicted_repeat_purchase_probability,model_priority_group
C000038,25-34,VIP,Boutique,Online Search,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A08,5,166,Core,Fashion,Ready-to-Wear,Fragrance Discovery,1,Medium Strategic Value,4,3,3,5,11093.45,1.67,33280.35,176777.57,11093.45,3,7,1,10.73,3,15,9,7,1,0,0,39.1,WFJ Appointment Invite,1,1,0,0,23,0.579,0,0,1,999,2,3,0.778,1,1,1,Email + SMS,3,1,0.333,66.8,1,6,0,1,0.96,1,6922.12,5,3,5,13,31.3,20.7,50.0,48.7,Ultra High Value,VIP Service Recovery,Prioritize service recovery before any sales outreach.,0.9509,Top Priority
C000039,45-54,High Potential,Online,Referral,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A04,4,114,High Performer,Watches & Fine Jewelry,Watches,Fashion Styling,1,High Strategic Value,53,5,5,5,9517.87,1.0,47589.35,171577.62,9517.87,1,3,1,10.01,10,30,2,5,7,0,0,37.4,Fashion Preview,1,1,1,0,29,0.38,0,0,0,999,0,1,0.62,1,0,1,Email,1,1,0.2,98.0,1,4,0,1,0.8886,1,5497.13,4,5,5,14,33.2,32.3,80.0,29.8,Ultra High Value,WFJ Opportunity Client,Recommend Watches & Fine Jewelry advisor follow-up and appointment consultation.,0.8863,Top Priority
C000040,35-44,VIP,Boutique,Online Search,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A15,4,181,Emerging,Fashion,Small Leather Goods,Fragrance Discovery,1,Medium Strategic Value,65,3,3,4,14586.46,1.33,43759.38,236679.49,14586.46,5,8,1,11.1,4,24,8,9,4,0,0,24.9,WFJ Appointment Invite,1,0,0,0,29,0.093,1,1,0,108,2,8,0.332,0,1,1,SMS,0,0,0.0,100.0,0,8,1,1,0.9642,1,14064.67,4,3,5,12,38.0,14.7,25.0,0.0,Ultra High Value,Cross-Category Growth Client,Recommend cross-category storytelling and personalized product discovery.,0.9763,Top Priority
C000041,25-34,High Potential,Omnichannel,Social Media,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A06,7,211,Emerging,Fashion,Accessories,Shoes,1,Medium Strategic Value,38,2,2,3,7405.91,1.5,14811.82,48172.36,7405.91,1,1,0,6.87,16,48,13,4,1,4,1,68.5,No Recent Campaign,0,0,0,0,999,0.278,0,0,0,999,2,5,0.437,0,0,0,Do Not Contact,2,0,0.0,80.9,0,1,0,0,0.8739,1,1618.01,5,2,4,11,21.7,47.0,0.0,9.6,Growth Value,Digital High-Intent Client,"Use digital retargeting, wishlist follow-up, and appointment conversion prompt.",0.8655,Low Priority
C000042,35-44,Core,Boutique,Boutique Walk-In,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A09,4,290,High Performer,Fragrance & Beauty,Skincare,Fashion Entry,1,Scale Opportunity,94,3,3,6,224.18,2.0,672.54,1852.09,224.18,2,1,0,4.96,2,4,4,15,2,1,0,27.3,Private Event,1,0,0,0,21,0.168,0,1,0,999,0,3,0.427,1,1,1,Email + SMS,2,0,0.0,81.8,0,2,0,0,0.5329,1,119.47,3,3,2,8,21.9,14.7,25.0,9.1,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.6828,Medium Priority
C000043,18-24,New,Boutique,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A10,1,206,Core,Fragrance & Beauty,Skincare,Fine Jewelry Interest,1,Scale Opportunity,20,2,2,4,106.83,2.0,213.66,213.66,106.83,1,0,0,3.72,5,20,2,12,6,0,0,7.7,Fragrance Launch,1,0,0,0,17,0.038,0,0,0,999,0,3,0.354,1,1,1,Email + SMS,0,0,0.0,95.4,0,1,0,0,0.5208,0,55.63,5,2,1,8,13.3,11.6,25.0,2.3,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.4281,Medium Priority
C000044,55-64,High Potential,Online,Event,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Fragrance,Handbags,1,Scale Opportunity,134,4,4,7,268.63,1.75,1074.52,3724.16,268.63,1,1,0,5.32,20,100,2,7,1,1,1,45.3,WFJ Appointment Invite,1,0,0,0,11,0.15,0,0,0,999,2,1,0.302,1,1,1,Email + SMS,1,0,0.0,82.7,0,3,0,0,0.6314,1,169.62,2,4,2,8,24.3,40.9,25.0,8.7,Growth Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.4509,Medium Priority
C000045,25-34,Core,Omnichannel,Event,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A05,3,143,Core,Fashion,Handbags,Fine Jewelry Interest,1,Medium Strategic Value,8,4,4,8,4318.2,2.0,17272.8,45726.54,4318.2,1,2,0,7.09,10,50,6,6,9,4,1,73.0,No Recent Campaign,0,0,0,0,999,0.336,0,0,0,999,1,2,0.622,0,0,0,Do Not Contact,2,0,0.0,79.7,0,0,0,1,0.9282,1,1002.0,5,4,4,13,24.3,50.4,0.0,10.2,Growth Value,Cross-Category WFJ Prospect,Introduce Watches & Fine Jewelry discovery journey based on browsing and cross-category signals.,0.8888,Low Priority
C000046,45-54,Core,Online,Social Media,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A06,2,76,Core,Watches & Fine Jewelry,Fine Jewelry,Watches,1,High Strategic Value,173,0,0,0,0.0,0.0,0.0,67.01,5085.79,3,2,0,2.38,13,39,4,5,3,1,0,40.7,Beauty Replenishment,1,1,0,1,30,0.204,1,1,1,40,0,1,0.476,1,0,1,Email,1,0,0.0,86.4,0,1,0,1,0.2552,1,1298.04,1,1,1,3,31.1,22.0,70.0,6.8,Entry Value,Recently Converted Client,Move to post-purchase nurture journey and monitor for next best offer.,0.3316,Low Priority
C000047,25-34,Core,Boutique,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A11,3,105,High Performer,Fashion,Handbags,Fragrance Discovery,1,Medium Strategic Value,46,2,2,2,7629.22,1.0,15258.44,39419.62,7629.22,2,2,0,7.01,1,4,9,11,5,0,0,31.3,WFJ Appointment Invite,1,0,0,0,24,0.181,0,0,0,999,1,2,0.334,1,1,1,Email + SMS,0,1,0.5,72.4,0,0,0,0,0.5471,1,4173.57,5,2,4,11,13.1,15.4,25.0,35.1,Growth Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.5498,Medium Priority
C000048,35-44,Core,Boutique,Online Search,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A02,0,163,Emerging,Fashion,Ready-to-Wear,Accessories,1,Medium Strategic Value,56,2,2,3,11654.24,1.5,23308.48,55157.41,11654.24,2,1,1,9.04,5,35,11,2,0,0,0,79.4,Fashion Preview,1,1,1,1,28,0.447,0,1,1,999,1,2,0.568,1,0,1,Email,0,0,0.0,100.0,0,2,0,0,0.8718,1,10160.28,4,2,5,11,33.5,36.3,100.0,0.0,Growth Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.907,High Priority
C000049,35-44,Core,Omnichannel,Online Search,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A09,3,158,Emerging,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,74,4,4,9,400.95,2.25,1603.8,4188.45,400.95,1,3,0,5.86,7,21,3,3,2,2,1,22.5,Welcome Journey,1,0,0,0,8,0.366,1,1,1,160,3,4,0.224,1,0,1,Email,0,0,0.0,77.3,0,2,0,0,0.796,1,319.16,4,4,3,11,25.9,30.6,25.0,11.4,Entry Value,Beauty-First Client,"Target with fragrance, skincare, or beauty replenishment campaign.",0.7484,High Priority
C000050,25-34,Core,Omnichannel,Social Media,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A01,6,190,Core,Watches & Fine Jewelry,Watches,,0,High Strategic Value,263,4,4,6,7683.88,1.5,30735.52,76929.58,7683.88,3,0,1,8.52,12,48,1,5,11,4,1,47.6,Reactivation,1,1,1,0,5,0.302,0,0,0,999,0,6,0.568,1,1,1,Email + SMS,0,0,0.0,78.5,0,1,1,0,0.5969,1,4586.28,1,4,5,10,31.7,56.1,80.0,10.8,High Value,Digital High-Intent Client,"Use digital retargeting, wishlist follow-up, and appointment conversion prompt.",0.4904,Medium Priority
C000051,65+,New,Online,Referral,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fashion,Ready-to-Wear,Fine Jewelry Interest,1,Medium Strategic Value,34,1,1,1,1580.86,1.0,1580.86,1867.49,1580.86,1,0,0,4.98,10,60,10,4,2,4,1,57.4,Beauty Replenishment,1,1,1,0,7,0.355,1,1,1,109,0,0,0.274,1,0,1,Email,2,0,0.0,86.7,0,0,0,0,0.6518,1,1030.43,5,1,3,9,30.3,55.9,80.0,6.7,Entry Value,Digital High-Intent Client,"Use digital retargeting, wishlist follow-up, and appointment conversion prompt.",0.6121,High Priority
C000052,45-54,High Potential,Online,Referral,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A14,1,301,Core,Fragrance & Beauty,Skincare,,0,Scale Opportunity,113,3,3,5,660.95,1.67,1982.85,7483.53,660.95,2,7,0,6.42,9,54,1,16,1,1,0,77.1,Fragrance Launch,1,0,0,0,7,0.321,0,0,1,999,1,2,0.616,1,0,1,Email,0,0,0.0,89.9,0,2,0,1,0.7416,1,490.19,3,3,3,9,29.8,30.5,25.0,5.1,Growth Value,Beauty-First Client,"Target with fragrance, skincare, or beauty replenishment campaign.",0.7198,High Priority
C000053,55-64,New,Online,Boutique Walk-In,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Skincare,Fine Jewelry Interest,1,Scale Opportunity,91,2,2,6,59.03,3.0,118.06,118.06,59.03,1,2,0,3.77,11,55,7,9,5,2,1,58.0,No Recent Campaign,0,0,0,0,999,0.168,0,0,0,999,0,0,0.259,1,1,1,Email + SMS,0,0,0.0,94.3,0,0,0,0,0.3843,0,22.68,3,2,1,6,17.1,41.7,0.0,2.9,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.3196,Low Priority
C000054,55-64,New,Online,Referral,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Fragrance,,0,Scale Opportunity,53,2,2,4,142.36,2.0,284.72,351.72,142.36,1,1,0,3.67,11,77,1,13,3,1,1,52.6,Fashion Preview,1,0,0,0,28,0.229,0,0,0,999,0,0,0.173,1,1,1,Email + SMS,1,0,0.0,88.5,0,2,0,0,0.458,0,65.2,4,2,2,8,17.1,40.7,25.0,5.8,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.3899,Low Priority
C000055,35-44,Core,Online,Online Search,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A02,7,171,Core,Fragrance & Beauty,Beauty Services,Fashion Entry,1,Scale Opportunity,176,0,0,0,0.0,0.0,0.0,14.21,135.51,1,2,0,1.85,4,12,7,9,1,3,1,65.3,Reactivation,1,0,0,0,10,0.224,0,0,0,999,2,0,0.109,1,1,1,Email + SMS,0,0,0.0,79.1,0,1,0,0,0.1125,0,15.24,1,1,1,3,17.8,36.9,25.0,10.5,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.0509,Low Priority
C000056,55-64,Core,Online,Event,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Watches & Fine Jewelry,Fine Jewelry,Watches,1,High Strategic Value,47,3,3,3,12695.0,1.0,38085.0,102405.64,12695.0,1,2,1,9.57,18,36,4,7,4,4,1,50.7,WFJ Appointment Invite,1,1,1,0,14,0.164,1,1,1,154,0,1,0.396,1,1,1,Email + SMS,1,0,0.0,94.8,0,2,0,0,0.8802,1,11173.79,5,3,5,13,35.9,52.2,80.0,2.6,High Value,Cross-Category WFJ Prospect,Introduce Watches & Fine Jewelry discovery journey based on browsing and cross-category signals.,0.8959,High Priority
C000057,25-34,Core,Online,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A12,1,230,High Performer,Fashion,Accessories,Accessories,1,Medium Strategic Value,58,2,2,2,4325.75,1.0,8651.5,24705.77,4325.75,2,2,0,6.71,8,16,11,2,2,1,0,49.9,WFJ Appointment Invite,1,0,0,0,18,0.106,1,1,1,24,0,0,0.335,1,0,1,Email,2,0,0.0,89.1,0,1,0,0,0.6578,1,2845.41,4,2,4,10,22.4,18.6,25.0,5.5,Core Value,Recently Converted Client,Move to post-purchase nurture journey and monitor for next best offer.,0.7822,High Priority
C000058,25-34,New,Omnichannel,Event,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A07,7,78,Core,Fashion,Handbags,Fragrance Discovery,1,Medium Strategic Value,83,0,0,0,0.0,0.0,0.0,174.72,7873.17,1,0,0,2.31,17,34,8,12,2,2,1,41.5,Fashion Preview,1,0,0,0,21,0.299,0,0,0,999,0,3,0.135,1,0,1,Email,1,0,0.0,78.3,0,0,0,0,0.2783,0,2191.37,3,1,1,5,18.1,39.8,25.0,10.9,Entry Value,New Client,"Enroll in welcome journey with brand story, service introduction, and first follow-up touchpoint.",0.1798,Low Priority
C000059,18-24,Core,Online,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A13,2,279,Emerging,Watches & Fine Jewelry,Watches,Fragrance Discovery,1,High Strategic Value,284,3,3,4,23123.25,1.33,69369.75,185009.2,23123.25,1,3,1,10.13,8,32,4,10,13,1,1,49.4,Private Event,1,0,0,0,3,0.266,1,1,0,138,1,1,0.512,1,0,1,Email,2,0,0.0,86.3,0,1,1,0,0.2941,1,6801.26,1,3,5,9,26.8,40.9,25.0,6.9,Ultra High Value,WFJ Opportunity Client,Recommend Watches & Fine Jewelry advisor follow-up and appointment consultation.,0.3564,Low Priority
C000060,35-44,Core,Boutique,Online Search,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A09,4,222,Emerging,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,9,1,1,3,309.8,3.0,309.8,714.63,309.8,2,0,0,4.24,5,35,7,8,2,0,0,47.6,Beauty Replenishment,1,0,0,0,20,0.358,0,0,0,999,2,2,0.364,1,1,1,Email + SMS,0,0,0.0,91.8,0,0,0,0,0.6046,1,187.3,5,1,2,8,16.8,21.8,25.0,4.1,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.5751,Medium Priority
C000061,35-44,VIP,Boutique,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A07,6,133,Core,Fragrance & Beauty,Fragrance,Fine Jewelry Interest,1,Scale Opportunity,36,5,5,10,658.33,2.0,3291.65,17826.06,658.33,2,5,1,8.95,9,63,3,7,7,0,1,23.9,Fashion Preview,1,0,0,0,21,0.251,1,1,0,53,1,9,0.602,1,0,1,Email,2,0,0.0,88.5,0,2,1,1,0.9513,1,626.29,5,5,3,13,35.7,34.2,25.0,5.8,High Value,VIP Loyalist,"Invite to private preview, exclusive appointment, or high-touch boutique experience.",0.9551,Top Priority
C000062,25-34,VIP,Boutique,Boutique Walk-In,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A14,3,186,Emerging,Fashion,Ready-to-Wear,Fragrance Discovery,1,Medium Strategic Value,64,4,4,6,16046.59,1.5,64186.36,362285.65,16046.59,3,1,1,9.95,7,49,6,11,1,0,0,54.7,Fashion Preview,1,0,0,0,1,0.085,0,0,0,999,6,10,0.334,1,1,1,Email + SMS,1,0,0.0,100.0,0,4,0,1,0.9704,1,15571.14,4,4,5,13,35.1,20.9,25.0,0.0,Ultra High Value,VIP Loyalist,"Invite to private preview, exclusive appointment, or high-touch boutique experience.",0.9456,Top Priority
C000063,55-64,Core,Online,Boutique Walk-In,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A15,1,225,High Performer,Fragrance & Beauty,Makeup,Skincare,1,Scale Opportunity,109,2,2,5,196.6,2.5,393.2,854.34,196.6,3,1,0,4.56,13,91,1,13,2,0,1,68.4,Fragrance Launch,1,1,0,0,30,0.197,0,0,0,999,2,0,0.437,1,0,1,Email,0,0,0.0,79.3,0,1,0,1,0.6273,0,123.32,3,2,2,7,27.6,42.4,50.0,10.4,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.5773,Medium Priority
C000064,35-44,Core,Boutique,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A04,5,194,Core,Watches & Fine Jewelry,Fine Jewelry,Fashion Styling,1,High Strategic Value,76,0,0,0,0.0,0.0,0.0,0.0,8868.49,2,4,0,1.3,5,15,2,4,6,2,1,15.3,Fashion Preview,1,0,0,0,11,0.052,0,0,0,999,1,2,0.25,1,0,1,Email,2,0,0.0,83.0,0,4,1,0,0.3871,0,3433.24,4,1,1,6,19.2,26.1,25.0,8.5,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.3775,Low Priority
C000065,25-34,High Potential,Boutique,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A02,2,72,Core,Watches & Fine Jewelry,Watches,,0,High Strategic Value,227,4,4,5,7809.29,1.25,31237.16,104718.23,7809.29,3,5,1,9.63,5,25,5,4,12,0,1,18.8,Fashion Preview,1,1,0,0,7,0.07,0,0,0,999,3,2,0.203,1,1,1,Email + SMS,3,0,0.0,78.1,0,1,0,0,0.3889,1,3036.69,1,4,5,10,15.6,28.4,50.0,11.0,High Value,WFJ Opportunity Client,Recommend Watches & Fine Jewelry advisor follow-up and appointment consultation.,0.3073,Low Priority
C000066,35-44,New,Online,Event,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A02,5,210,Emerging,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,77,2,2,4,113.44,2.0,226.88,226.88,113.44,1,0,0,3.76,6,42,11,15,1,1,0,51.3,No Recent Campaign,0,0,0,0,999,0.263,0,0,0,999,0,1,0.106,1,0,1,Email,1,0,0.0,69.5,1,0,0,0,0.2548,1,18.79,4,2,2,8,13.3,25.8,0.0,30.3,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.2488,Low Priority
C000067,25-34,Core,Online,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A14,1,177,High Performer,Fashion,Ready-to-Wear,Fragrance Discovery,1,Medium Strategic Value,150,1,1,1,3185.19,1.0,3185.19,8120.83,3185.19,2,1,0,5.87,8,48,11,9,1,3,1,38.5,Beauty Replenishment,1,0,0,0,13,0.364,0,0,0,999,0,2,0.306,1,1,1,Email + SMS,3,1,1.0,78.1,0,1,1,0,0.3681,0,1172.44,2,1,3,6,19.1,40.5,25.0,44.7,Entry Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.4883,Medium Priority
C000068,55-64,Core,Omnichannel,Social Media,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A04,3,101,Top Performer,Fragrance & Beauty,Makeup,Fashion Entry,1,Scale Opportunity,188,1,1,2,273.27,2.0,273.27,762.13,273.27,2,4,0,5.03,15,90,11,14,1,1,1,46.3,Fashion Preview,1,0,0,0,11,0.602,0,0,0,999,1,6,0.267,1,0,1,Email,1,0,0.0,67.5,1,2,0,0,0.3398,0,60.36,1,1,2,4,22.4,49.0,25.0,31.3,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.3327,Low Priority
C000069,18-24,VIP,Online,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A08,5,240,Core,Fragrance & Beauty,Makeup,Skincare,1,Scale Opportunity,20,6,6,15,1421.44,2.5,8528.64,47931.47,1421.44,1,5,1,9.53,10,20,3,9,0,1,0,57.6,Fragrance Launch,1,0,0,0,2,0.382,0,0,0,999,1,0,0.334,1,0,1,Email,2,1,0.167,90.2,1,6,1,0,0.9379,1,866.52,5,5,4,14,24.6,23.4,25.0,32.8,High Value,VIP Loyalist,"Invite to private preview, exclusive appointment, or high-touch boutique experience.",0.9032,Top Priority
C000070,65+,New,Online,Email Campaign,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Skincare,,0,Scale Opportunity,47,0,0,0,0.0,0.0,0.0,11.82,139.7,2,0,0,0.89,13,78,3,15,1,1,1,35.7,Beauty Replenishment,1,0,0,0,16,0.155,0,0,0,999,0,0,0.011,1,0,1,Email,2,0,0.0,67.6,1,1,0,0,0.1596,1,14.49,5,1,1,7,14.3,37.6,25.0,31.2,Entry Value,New Client,"Enroll in welcome journey with brand story, service introduction, and first follow-up touchpoint.",0.1443,Low Priority
C000071,45-54,Core,Omnichannel,Email Campaign,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A13,3,196,High Performer,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,104,2,2,4,248.71,2.0,497.42,1208.32,248.71,1,2,0,4.94,10,30,6,10,1,2,1,63.5,Fragrance Launch,1,1,1,0,25,0.322,0,0,0,999,1,5,0.628,1,0,1,Email,0,0,0.0,82.4,0,1,0,0,0.7256,1,180.47,3,2,2,7,30.4,49.7,80.0,8.8,Entry Value,Beauty-First Digital Client,Target with personalized beauty launch journey and digital-to-boutique conversion path.,0.7032,Medium Priority
C000072,25-34,High Potential,Omnichannel,Boutique Walk-In,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A14,4,248,Core,Fashion,Handbags,Fragrance Discovery,1,Medium Strategic Value,70,3,3,3,5543.77,1.0,16631.31,56464.56,5543.77,3,7,1,10.16,18,108,10,6,2,4,1,80.2,Welcome Journey,1,0,0,0,25,0.28,0,0,0,999,1,1,0.605,0,0,0,Do Not Contact,3,1,0.333,74.5,1,1,0,1,0.883,1,795.48,4,3,4,11,27.8,55.8,25.0,44.9,Growth Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.7932,Medium Priority
C000073,18-24,Core,Online,Social Media,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A14,5,209,High Performer,Fragrance & Beauty,Beauty Services,Handbags,1,Scale Opportunity,112,1,1,2,356.47,2.0,356.47,978.32,356.47,1,3,0,4.98,9,54,2,8,2,2,1,33.7,Fashion Preview,1,0,0,0,3,0.267,0,0,0,999,0,0,0.373,1,1,1,Email + SMS,0,0,0.0,83.3,0,2,0,0,0.3911,0,139.4,3,1,2,6,17.7,35.7,25.0,8.4,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.2583,Low Priority
C000074,55-64,New,Boutique,Boutique Walk-In,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A12,4,101,High Performer,Fragrance & Beauty,Fragrance,,0,Scale Opportunity,63,1,1,3,167.53,3.0,167.53,167.53,167.53,2,1,0,3.28,4,20,7,6,1,0,0,25.5,Welcome Journey,1,1,0,0,21,0.288,0,0,0,999,0,3,0.246,1,0,1,Email,0,0,0.0,86.8,0,0,0,0,0.3108,0,52.06,4,1,1,6,12.2,14.6,50.0,6.6,Entry Value,New Client,"Enroll in welcome journey with brand story, service introduction, and first follow-up touchpoint.",0.2426,Low Priority
C000075,45-54,Top Client,Omnichannel,Email Campaign,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A11,5,148,High Performer,Fragrance & Beauty,Makeup,Fine Jewelry Interest,1,Scale Opportunity,48,7,7,13,998.56,1.86,6989.92,55164.31,998.56,2,9,1,10.33,7,28,4,11,4,3,1,41.7,Beauty Replenishment,1,0,0,0,3,0.211,0,0,0,999,4,20,0.248,0,1,1,SMS,4,0,0.0,80.6,0,6,4,1,0.9976,1,996.15,4,5,4,13,44.9,37.0,25.0,9.7,Ultra High Value,VIP Loyalist,"Invite to private preview, exclusive appointment, or high-touch boutique experience.",0.9958,Top Priority
C000076,45-54,Core,Boutique,Social Media,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A10,5,177,High Performer,Fashion,Ready-to-Wear,Fine Jewelry Interest,1,Medium Strategic Value,130,1,1,2,4431.01,2.0,4431.01,11441.89,4431.01,1,0,0,5.87,4,8,12,2,8,1,1,40.2,Fragrance Launch,1,0,0,0,13,0.556,1,0,0,111,0,5,0.538,1,0,1,Email,0,0,0.0,89.2,0,1,0,0,0.4021,0,1781.66,2,1,3,6,18.3,37.3,25.0,5.4,Core Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.4045,Medium Priority
